age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38,unemployed,single,secondary,38unemployedsinglesecondary,no,2470,yes,no,cellular,4,feb,131,1,230,1,other,no
46,services,divorced,primary,46servicesdivorcedprimary,no,3854,yes,no,cellular,17,apr,541,2,150,4,other,no
36,management,single,tertiary,36managementsingletertiary,no,3850,yes,no,cellular,12,aug,239,2,100,4,failure,yes
28,admin.,single,secondary,28admin.singlesecondary,no,261,yes,yes,cellular,9,sep,259,2,98,4,success,yes
29,management,single,tertiary,29managementsingletertiary,no,1026,no,no,cellular,12,feb,138,2,92,2,success,yes
59,services,divorced,secondary,59servicesdivorcedsecondary,no,1,yes,no,cellular,28,jan,602,1,253,5,other,yes
27,management,single,tertiary,27managementsingletertiary,no,390,no,no,cellular,9,feb,120,2,104,2,failure,yes
61,blue-collar,married,secondary,61blue-collarmarriedsecondary,no,272,no,no,cellular,29,oct,318,1,269,1,failure,no
48,blue-collar,married,secondary,48blue-collarmarriedsecondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure,yes
34,entrepreneur,single,secondary,34entrepreneursinglesecondary,no,318,yes,no,cellular,20,apr,40,1,150,2,failure,no
43,blue-collar,married,primary,43blue-collarmarriedprimary,no,2273,yes,no,cellular,14,apr,424,2,147,3,failure,no
35,blue-collar,married,secondary,35blue-collarmarriedsecondary,no,156,yes,no,cellular,8,may,302,1,283,3,failure,no
30,blue-collar,married,primary,30blue-collarmarriedprimary,no,236,yes,no,cellular,13,may,44,1,364,1,failure,no
39,technician,married,secondary,39technicianmarriedsecondary,no,27,yes,no,cellular,11,may,147,3,342,4,failure,no
31,management,single,tertiary,31managementsingletertiary,no,170,yes,yes,cellular,5,may,168,1,265,2,failure,no
45,management,single,tertiary,45managementsingletertiary,no,483,no,no,cellular,23,feb,95,2,265,11,other,yes
68,retired,married,primary,68retiredmarriedprimary,no,2301,no,no,cellular,14,aug,90,3,120,1,failure,no
38,blue-collar,married,secondary,38blue-collarmarriedsecondary,no,1205,yes,no,cellular,20,apr,45,4,153,1,failure,no
27,student,single,secondary,27studentsinglesecondary,no,6036,no,no,cellular,31,mar,175,1,181,1,failure,yes
34,admin.,single,secondary,34admin.singlesecondary,no,673,yes,no,cellular,29,jan,89,1,260,2,failure,no
53,services,divorced,primary,53servicesdivorcedprimary,no,146,yes,no,cellular,14,may,149,1,370,1,failure,no
37,admin.,single,tertiary,37admin.singletertiary,no,2317,yes,no,cellular,20,apr,114,1,152,2,failure,no
40,management,married,tertiary,40managementmarriedtertiary,no,2763,yes,no,cellular,2,jul,566,1,395,2,success,yes
32,management,single,tertiary,32managementsingletertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,other,yes
38,entrepreneur,married,secondary,38entrepreneurmarriedsecondary,no,157,no,yes,cellular,15,may,57,11,366,1,other,no
31,management,married,tertiary,31managementmarriedtertiary,no,1010,yes,no,cellular,15,may,385,3,364,9,other,no
70,retired,married,primary,70retiredmarriedprimary,no,324,no,no,cellular,15,nov,78,1,96,7,success,no
46,management,married,tertiary,46managementmarriedtertiary,no,7485,no,no,cellular,23,sep,145,1,779,2,failure,no
33,management,divorced,tertiary,33managementdivorcedtertiary,no,893,yes,no,cellular,29,jan,259,1,259,9,failure,no
43,blue-collar,married,secondary,43blue-collarmarriedsecondary,no,1127,yes,no,cellular,17,apr,126,3,345,2,other,no
37,admin.,divorced,tertiary,37admin.divorcedtertiary,no,4708,no,no,cellular,2,jun,238,1,181,2,success,yes
39,entrepreneur,single,tertiary,39entrepreneursingletertiary,no,243,no,yes,cellular,11,may,128,3,371,1,failure,no
40,technician,single,secondary,40techniciansinglesecondary,no,281,yes,no,cellular,11,may,7,11,360,2,other,no
40,technician,married,secondary,40technicianmarriedsecondary,no,504,yes,no,cellular,2,feb,96,1,266,1,failure,no
35,admin.,single,tertiary,35admin.singletertiary,no,153,yes,no,cellular,13,may,37,3,302,3,other,no
34,management,single,tertiary,34managementsingletertiary,no,275,no,no,cellular,2,aug,196,2,455,23,other,yes
38,technician,married,secondary,38technicianmarriedsecondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,no
43,blue-collar,married,primary,43blue-collarmarriedprimary,no,479,yes,no,cellular,14,may,293,2,370,2,failure,no
36,admin.,divorced,secondary,36admin.divorcedsecondary,no,592,no,no,cellular,13,oct,204,2,99,5,failure,yes
33,admin.,single,secondary,33admin.singlesecondary,no,555,yes,no,cellular,9,sep,204,1,365,1,success,yes
34,technician,married,tertiary,34technicianmarriedtertiary,no,16992,yes,no,cellular,29,jan,71,1,245,1,failure,no
33,technician,married,tertiary,33technicianmarriedtertiary,no,6843,no,no,cellular,20,nov,755,1,100,10,other,yes
23,self-employed,single,tertiary,23self-employedsingletertiary,no,780,no,no,cellular,16,sep,393,1,183,3,success,yes
36,services,single,secondary,36servicessinglesecondary,no,568,yes,no,cellular,15,may,140,3,364,2,failure,no
36,self-employed,married,tertiary,36self-employedmarriedtertiary,no,506,no,no,cellular,3,nov,217,1,70,2,failure,yes
49,services,married,secondary,49servicesmarriedsecondary,no,271,yes,yes,cellular,12,may,541,2,330,2,other,no
33,services,single,secondary,33servicessinglesecondary,no,489,yes,no,cellular,4,may,297,4,334,1,other,yes
29,management,married,tertiary,29managementmarriedtertiary,no,247,no,no,cellular,16,sep,143,2,587,3,failure,yes
26,student,single,secondary,26studentsinglesecondary,no,2138,yes,no,cellular,15,may,18,8,371,1,other,no
27,admin.,married,tertiary,27admin.marriedtertiary,no,2855,no,no,cellular,22,jul,138,2,178,4,success,yes
22,services,single,secondary,22servicessinglesecondary,no,129,no,no,cellular,15,apr,218,2,181,1,success,yes
45,blue-collar,single,primary,45blue-collarsingleprimary,no,116,yes,no,cellular,15,may,16,5,365,1,failure,no
68,retired,married,tertiary,68retiredmarriedtertiary,no,2820,no,no,cellular,3,dec,154,1,97,2,failure,yes
31,management,married,tertiary,31managementmarriedtertiary,no,877,no,no,cellular,9,sep,209,1,92,8,success,yes
26,admin.,single,secondary,26admin.singlesecondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes
36,management,single,tertiary,36managementsingletertiary,no,953,yes,no,cellular,17,apr,72,1,346,1,other,no
36,services,married,tertiary,36servicesmarriedtertiary,no,260,yes,no,cellular,6,may,167,3,299,2,failure,no
28,admin.,married,secondary,28admin.marriedsecondary,no,12,yes,no,cellular,30,jan,73,3,256,3,other,no
28,management,married,tertiary,28managementmarriedtertiary,no,893,no,no,cellular,18,jan,204,2,94,2,success,no
23,services,married,secondary,23servicesmarriedsecondary,no,14,yes,yes,telephone,13,may,19,8,358,1,failure,no
38,technician,married,secondary,38technicianmarriedsecondary,no,1063,yes,no,cellular,21,nov,51,5,113,2,failure,no
30,entrepreneur,single,tertiary,30entrepreneursingletertiary,no,303,yes,no,cellular,14,may,176,2,365,4,failure,no
28,services,single,secondary,28servicessinglesecondary,no,102,no,no,cellular,15,jun,64,1,89,3,other,no
81,retired,married,primary,81retiredmarriedprimary,no,5220,no,no,telephone,13,nov,135,1,94,2,other,yes
36,management,married,tertiary,36managementmarriedtertiary,no,203,no,no,cellular,23,jul,608,3,179,2,success,yes
48,blue-collar,married,secondary,48blue-collarmarriedsecondary,no,1794,yes,yes,cellular,8,may,97,1,343,2,failure,no
36,services,divorced,tertiary,36servicesdivorcedtertiary,no,162,yes,no,cellular,18,may,69,1,367,6,other,no
30,technician,single,tertiary,30techniciansingletertiary,no,2325,no,no,cellular,10,nov,134,1,92,8,success,no
51,blue-collar,divorced,primary,51blue-collardivorcedprimary,no,602,yes,no,cellular,11,may,347,1,284,2,failure,no
41,self-employed,married,secondary,41self-employedmarriedsecondary,no,323,yes,no,cellular,17,apr,949,2,254,6,other,yes
39,admin.,married,secondary,39admin.marriedsecondary,no,260,yes,no,cellular,17,apr,146,1,281,1,failure,no
26,admin.,single,secondary,26admin.singlesecondary,no,681,yes,no,cellular,14,may,336,2,322,3,failure,no
38,services,married,secondary,38servicesmarriedsecondary,no,773,yes,no,cellular,15,may,198,1,359,1,other,no
33,admin.,single,tertiary,33admin.singletertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,no
47,blue-collar,married,secondary,47blue-collarmarriedsecondary,no,1536,yes,no,cellular,17,apr,41,1,301,4,other,no
35,blue-collar,married,primary,35blue-collarmarriedprimary,no,455,yes,no,cellular,13,may,573,7,327,3,failure,no
28,management,single,tertiary,28managementsingletertiary,no,223,yes,no,telephone,27,aug,157,2,119,1,other,yes
35,blue-collar,married,secondary,35blue-collarmarriedsecondary,no,262,no,no,cellular,15,sep,331,1,75,6,failure,yes
51,management,married,tertiary,51managementmarriedtertiary,no,3463,no,yes,cellular,13,jul,371,2,166,3,other,yes
88,retired,married,secondary,88retiredmarriedsecondary,no,433,no,no,telephone,15,sep,161,1,274,1,failure,no
51,technician,married,tertiary,51technicianmarriedtertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes
28,admin.,single,tertiary,28admin.singletertiary,no,373,yes,no,cellular,14,aug,78,1,79,4,other,no
77,retired,married,secondary,77retiredmarriedsecondary,no,820,no,no,telephone,21,oct,330,2,181,4,success,yes
35,technician,married,secondary,35technicianmarriedsecondary,no,1577,yes,yes,cellular,17,aug,80,1,273,1,failure,no
43,services,married,primary,43servicesmarriedprimary,no,2557,yes,no,telephone,15,apr,165,2,327,3,failure,yes
28,management,married,secondary,28managementmarriedsecondary,no,3,yes,no,cellular,14,sep,112,2,24,2,other,no
37,technician,married,secondary,37technicianmarriedsecondary,no,494,yes,no,cellular,2,feb,247,2,269,3,failure,no
36,technician,married,tertiary,36technicianmarriedtertiary,no,341,no,no,cellular,12,feb,419,2,183,1,success,yes
35,services,single,secondary,35servicessinglesecondary,no,1239,yes,no,cellular,5,may,60,2,347,1,failure,no
40,unemployed,single,tertiary,40unemployedsingletertiary,no,79,no,no,cellular,15,oct,570,1,135,1,failure,yes
56,unemployed,married,secondary,56unemployedmarriedsecondary,no,12,no,no,cellular,12,oct,511,3,187,1,failure,yes
70,management,married,secondary,70managementmarriedsecondary,no,4,no,no,cellular,21,may,122,1,85,9,failure,no
50,technician,divorced,secondary,50techniciandivorcedsecondary,no,636,yes,no,cellular,6,may,127,2,254,23,other,no
57,technician,married,primary,57technicianmarriedprimary,no,592,no,yes,telephone,14,dec,88,6,193,5,other,no
31,management,married,tertiary,31managementmarriedtertiary,no,22546,yes,no,cellular,14,may,8,6,267,4,failure,no
33,management,single,tertiary,33managementsingletertiary,no,437,yes,no,cellular,20,apr,199,2,150,5,failure,no
34,technician,single,secondary,34techniciansinglesecondary,no,2085,no,no,cellular,10,aug,356,3,182,2,success,yes
57,management,divorced,tertiary,57managementdivorcedtertiary,no,3287,no,no,cellular,30,mar,277,2,337,1,success,yes
40,unemployed,single,tertiary,40unemployedsingletertiary,no,97,yes,yes,cellular,2,feb,73,1,252,1,failure,no
52,services,married,secondary,52servicesmarriedsecondary,no,992,yes,no,cellular,27,jan,342,1,92,2,success,yes
34,technician,married,secondary,34technicianmarriedsecondary,no,5553,yes,no,cellular,21,nov,798,2,182,5,failure,no
47,admin.,single,secondary,47admin.singlesecondary,no,15,no,no,cellular,2,feb,71,1,266,4,failure,no
30,admin.,married,secondary,30admin.marriedsecondary,no,187,yes,no,cellular,7,may,56,1,170,1,failure,no
26,student,single,secondary,26studentsinglesecondary,no,611,no,no,cellular,13,aug,138,2,69,3,failure,no
66,retired,married,primary,66retiredmarriedprimary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,yes
32,services,married,secondary,32servicesmarriedsecondary,no,414,yes,no,cellular,3,feb,236,2,272,1,failure,no
42,technician,married,secondary,42technicianmarriedsecondary,no,1539,no,no,cellular,19,jun,63,5,211,2,failure,no
35,blue-collar,married,secondary,35blue-collarmarriedsecondary,no,149,yes,no,cellular,29,apr,507,3,349,1,other,yes
36,self-employed,married,secondary,36self-employedmarriedsecondary,no,351,yes,no,cellular,17,apr,1554,3,343,2,failure,no
21,student,single,primary,21studentsingleprimary,no,423,no,no,telephone,18,jan,287,5,285,5,success,yes
41,technician,single,secondary,41techniciansinglesecondary,no,769,no,yes,cellular,20,nov,222,4,98,4,other,no
68,retired,married,tertiary,68retiredmarriedtertiary,no,2812,no,no,cellular,3,feb,279,2,181,1,failure,yes
31,services,married,secondary,31servicesmarriedsecondary,no,132,no,no,cellular,7,jul,148,1,152,1,other,no
21,student,single,secondary,21studentsinglesecondary,no,123,no,no,telephone,12,feb,379,5,93,2,success,yes
27,blue-collar,single,secondary,27blue-collarsinglesecondary,yes,81,no,yes,cellular,29,jan,123,2,205,2,success,no
31,management,single,tertiary,31managementsingletertiary,no,3289,no,no,cellular,12,apr,235,1,314,1,failure,no
39,management,married,tertiary,39managementmarriedtertiary,no,481,no,no,cellular,7,dec,929,5,189,1,other,yes
53,blue-collar,married,primary,53blue-collarmarriedprimary,no,53,yes,no,cellular,7,apr,208,1,140,1,failure,no
28,management,single,secondary,28managementsinglesecondary,no,1633,no,no,cellular,8,sep,233,1,95,1,success,no
75,retired,married,secondary,75retiredmarriedsecondary,no,3771,no,no,telephone,16,oct,186,1,183,1,failure,yes
56,blue-collar,married,secondary,56blue-collarmarriedsecondary,no,448,yes,yes,cellular,17,may,556,1,181,2,other,yes
30,admin.,single,secondary,30admin.singlesecondary,no,1282,yes,no,cellular,6,may,346,3,356,2,other,no
62,housemaid,married,tertiary,62housemaidmarriedtertiary,no,1528,no,no,cellular,15,oct,134,2,184,1,success,yes
46,management,married,tertiary,46managementmarriedtertiary,no,7331,no,no,cellular,11,sep,658,4,95,2,other,yes
40,blue-collar,married,secondary,40blue-collarmarriedsecondary,no,280,yes,no,cellular,8,may,435,2,340,3,failure,no
60,admin.,married,secondary,60admin.marriedsecondary,no,2552,no,yes,cellular,30,jan,255,2,2,4,other,no
41,self-employed,married,tertiary,41self-employedmarriedtertiary,no,355,yes,no,cellular,11,may,573,1,28,4,other,no
22,student,single,primary,22studentsingleprimary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes
34,services,married,secondary,34servicesmarriedsecondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
34,admin.,married,tertiary,34admin.marriedtertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
29,technician,single,tertiary,29techniciansingletertiary,no,1669,no,no,cellular,30,apr,196,1,86,1,success,no
37,blue-collar,married,primary,37blue-collarmarriedprimary,no,357,yes,no,cellular,15,may,14,2,344,3,other,no
44,management,married,tertiary,44managementmarriedtertiary,no,1791,no,no,cellular,11,feb,71,1,190,1,success,yes
67,retired,married,secondary,67retiredmarriedsecondary,no,203,no,no,cellular,11,oct,405,1,266,2,success,yes
31,management,single,tertiary,31managementsingletertiary,no,319,yes,no,cellular,16,apr,302,2,248,2,failure,no
42,unemployed,married,secondary,42unemployedmarriedsecondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes
36,management,married,tertiary,36managementmarriedtertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
22,unemployed,single,tertiary,22unemployedsingletertiary,no,993,no,no,cellular,28,jul,115,3,93,1,other,yes
31,management,single,tertiary,31managementsingletertiary,no,59,yes,yes,cellular,6,may,1347,2,363,1,failure,yes
55,entrepreneur,married,tertiary,55entrepreneurmarriedtertiary,no,625,no,no,telephone,20,nov,88,2,147,4,failure,no
27,student,single,secondary,27studentsinglesecondary,no,538,no,no,cellular,18,dec,170,4,197,2,success,yes
38,management,married,tertiary,38managementmarriedtertiary,no,536,yes,no,cellular,22,oct,234,1,92,1,success,yes
34,management,married,tertiary,34managementmarriedtertiary,no,1388,yes,no,cellular,1,sep,222,1,93,4,failure,no
77,retired,married,primary,77retiredmarriedprimary,no,680,no,no,telephone,27,nov,341,4,94,3,failure,no
46,admin.,divorced,secondary,46admin.divorcedsecondary,no,875,yes,yes,cellular,11,may,269,3,353,2,failure,no
38,blue-collar,married,primary,38blue-collarmarriedprimary,no,1630,yes,no,cellular,17,jun,101,3,94,19,other,no
34,technician,married,secondary,34technicianmarriedsecondary,no,603,yes,no,cellular,28,jul,51,4,434,1,failure,no
38,technician,married,secondary,38technicianmarriedsecondary,no,710,yes,no,cellular,17,apr,196,1,346,3,failure,no
38,technician,single,tertiary,38techniciansingletertiary,no,178,yes,no,cellular,7,may,184,1,351,1,failure,no
29,student,single,secondary,29studentsinglesecondary,no,949,yes,no,cellular,15,may,109,2,352,1,success,no
31,unemployed,married,tertiary,31unemployedmarriedtertiary,no,330,no,no,cellular,13,jan,260,1,194,2,success,yes
48,management,married,primary,48managementmarriedprimary,no,606,no,no,cellular,7,sep,589,3,186,6,failure,no
33,unemployed,single,tertiary,33unemployedsingletertiary,no,1974,no,no,cellular,14,aug,498,2,191,1,failure,yes
51,admin.,divorced,secondary,51admin.divorcedsecondary,no,74,yes,no,cellular,8,may,74,2,287,2,failure,no
48,management,single,tertiary,48managementsingletertiary,no,159,no,no,telephone,7,jul,229,1,251,6,success,yes
28,blue-collar,married,secondary,28blue-collarmarriedsecondary,no,922,yes,no,cellular,7,may,226,1,339,1,other,no
37,blue-collar,married,secondary,37blue-collarmarriedsecondary,no,504,yes,no,cellular,20,apr,87,2,347,2,failure,no
80,retired,married,primary,80retiredmarriedprimary,no,997,no,no,cellular,28,jan,151,1,91,3,success,yes
54,self-employed,married,secondary,54self-employedmarriedsecondary,no,641,yes,no,cellular,17,apr,472,1,148,2,failure,no
28,student,single,tertiary,28studentsingletertiary,no,3733,yes,no,cellular,21,aug,419,5,91,7,success,no
52,management,married,tertiary,52managementmarriedtertiary,no,2428,yes,no,cellular,21,nov,294,1,116,3,failure,no
37,management,married,primary,37managementmarriedprimary,no,3953,yes,no,cellular,6,apr,610,2,138,1,failure,no
20,student,single,secondary,20studentsinglesecondary,no,215,no,no,cellular,21,aug,228,4,183,1,other,yes
33,self-employed,married,secondary,33self-employedmarriedsecondary,no,409,no,no,cellular,8,sep,165,1,97,4,success,yes
32,blue-collar,divorced,secondary,32blue-collardivorcedsecondary,no,201,yes,no,cellular,15,may,63,8,365,24,other,no
32,management,single,tertiary,32managementsingletertiary,no,1077,no,no,cellular,5,aug,200,1,717,4,failure,no
30,management,married,tertiary,30managementmarriedtertiary,no,1996,no,no,cellular,8,feb,1133,3,101,1,other,yes
38,technician,single,secondary,38techniciansinglesecondary,no,1130,no,no,cellular,4,jun,96,2,98,1,success,yes
59,retired,married,primary,59retiredmarriedprimary,no,3648,no,no,telephone,23,oct,257,2,126,3,success,yes
29,self-employed,single,tertiary,29self-employedsingletertiary,no,1579,no,no,cellular,13,oct,190,1,92,5,success,yes
50,management,married,tertiary,50managementmarriedtertiary,no,1612,no,no,cellular,15,jun,532,2,98,2,other,yes
45,technician,married,secondary,45technicianmarriedsecondary,no,366,no,yes,cellular,3,feb,235,2,169,12,failure,no
51,blue-collar,married,primary,51blue-collarmarriedprimary,no,565,yes,yes,cellular,5,may,157,7,250,3,failure,no
58,admin.,married,secondary,58admin.marriedsecondary,no,169,no,no,cellular,16,nov,301,1,94,3,failure,yes
32,services,single,tertiary,32servicessingletertiary,no,620,no,no,cellular,3,sep,110,6,95,5,other,no
30,blue-collar,married,secondary,30blue-collarmarriedsecondary,no,3,no,no,cellular,15,may,42,2,297,1,failure,no
32,management,single,tertiary,32managementsingletertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,failure,yes
39,services,married,secondary,39servicesmarriedsecondary,no,1005,yes,yes,cellular,11,may,204,1,336,2,failure,no
63,retired,married,tertiary,63retiredmarriedtertiary,no,4692,yes,no,cellular,13,jul,88,1,181,2,failure,no
37,blue-collar,married,primary,37blue-collarmarriedprimary,no,3154,yes,no,cellular,17,apr,404,1,305,3,failure,yes
76,housemaid,divorced,primary,76housemaiddivorcedprimary,no,1411,no,no,telephone,19,oct,233,2,187,3,success,yes
69,retired,divorced,secondary,69retireddivorcedsecondary,no,4572,no,no,telephone,27,oct,146,2,56,1,other,yes
46,management,single,tertiary,46managementsingletertiary,no,6651,no,no,cellular,22,may,114,1,60,1,failure,no
42,technician,married,secondary,42technicianmarriedsecondary,no,994,yes,no,cellular,12,nov,227,3,93,6,success,yes
33,admin.,married,tertiary,33admin.marriedtertiary,no,1636,yes,yes,cellular,3,apr,105,1,136,1,failure,no
31,services,married,secondary,31servicesmarriedsecondary,no,179,yes,no,cellular,14,may,365,1,351,1,failure,no
31,services,married,secondary,31servicesmarriedsecondary,no,490,yes,no,cellular,21,nov,394,5,179,2,other,no
36,management,single,tertiary,36managementsingletertiary,no,7506,yes,no,cellular,6,may,839,2,188,1,success,yes
30,blue-collar,married,secondary,30blue-collarmarriedsecondary,no,23,yes,no,cellular,8,may,129,2,359,4,failure,no
60,self-employed,married,tertiary,60self-employedmarriedtertiary,no,10861,no,no,cellular,9,nov,98,1,91,2,failure,yes
25,blue-collar,single,secondary,25blue-collarsinglesecondary,no,1857,yes,no,cellular,13,apr,295,4,187,6,success,yes
45,management,divorced,secondary,45managementdivorcedsecondary,no,644,yes,no,cellular,19,nov,418,1,168,1,success,yes
35,student,single,tertiary,35studentsingletertiary,no,7,yes,no,telephone,4,feb,72,2,247,1,other,no
50,admin.,married,secondary,50admin.marriedsecondary,no,167,no,yes,cellular,19,nov,47,1,133,1,failure,no
37,unemployed,single,tertiary,37unemployedsingletertiary,no,1316,yes,no,cellular,10,mar,350,2,112,3,failure,yes
35,self-employed,married,tertiary,35self-employedmarriedtertiary,no,1250,yes,no,cellular,2,apr,361,1,136,1,other,no
30,technician,divorced,secondary,30techniciandivorcedsecondary,no,3100,yes,no,cellular,20,nov,125,1,183,4,failure,no
47,technician,married,secondary,47technicianmarriedsecondary,no,57,no,no,cellular,5,may,253,1,342,1,success,no
26,admin.,single,tertiary,26admin.singletertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success,yes
32,services,married,secondary,32servicesmarriedsecondary,no,914,no,no,cellular,29,dec,434,1,197,1,success,no
64,retired,divorced,secondary,64retireddivorcedsecondary,no,4833,no,no,cellular,22,apr,247,2,251,1,failure,no
59,technician,married,primary,59technicianmarriedprimary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,yes
60,technician,married,secondary,60technicianmarriedsecondary,no,116,no,no,cellular,11,aug,329,2,181,8,success,yes
46,entrepreneur,married,secondary,46entrepreneurmarriedsecondary,no,294,yes,no,cellular,29,jan,444,1,196,1,failure,no
53,technician,married,secondary,53technicianmarriedsecondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,yes
32,blue-collar,single,primary,32blue-collarsingleprimary,no,528,yes,no,cellular,16,apr,219,1,273,1,failure,no
34,management,married,tertiary,34managementmarriedtertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure,yes
37,management,single,tertiary,37managementsingletertiary,no,72,yes,yes,cellular,20,apr,885,5,150,7,failure,yes
22,student,single,primary,22studentsingleprimary,no,423,no,no,cellular,16,jul,316,1,179,10,success,yes
36,management,single,tertiary,36managementsingletertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes
37,management,married,tertiary,37managementmarriedtertiary,no,203,no,no,cellular,21,oct,759,1,90,5,success,yes
52,blue-collar,married,primary,52blue-collarmarriedprimary,no,109,yes,no,cellular,30,jan,177,4,248,2,failure,no
46,housemaid,single,secondary,46housemaidsinglesecondary,no,198,yes,no,cellular,14,may,93,1,350,1,other,no
25,technician,single,secondary,25techniciansinglesecondary,no,7103,yes,no,cellular,28,may,188,3,10,1,failure,yes
25,technician,single,secondary,25techniciansinglesecondary,no,139,no,yes,cellular,11,jan,202,1,91,1,success,yes
48,blue-collar,married,secondary,48blue-collarmarriedsecondary,no,1730,yes,no,cellular,10,aug,158,1,102,1,success,no
46,entrepreneur,divorced,secondary,46entrepreneurdivorcedsecondary,no,1187,no,yes,cellular,13,oct,92,1,327,1,failure,no
39,entrepreneur,divorced,tertiary,39entrepreneurdivorcedtertiary,no,208,yes,no,cellular,29,jan,81,1,240,2,failure,no
37,technician,single,tertiary,37techniciansingletertiary,no,197,no,no,cellular,16,nov,175,1,200,1,success,yes
27,management,single,tertiary,27managementsingletertiary,no,948,yes,no,cellular,12,mar,121,2,207,1,failure,no
37,management,married,tertiary,37managementmarriedtertiary,no,8564,yes,no,cellular,5,may,211,2,347,1,failure,no
33,blue-collar,single,primary,33blue-collarsingleprimary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure,no
56,blue-collar,married,secondary,56blue-collarmarriedsecondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure,no
34,management,married,secondary,34managementmarriedsecondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,failure,yes
56,retired,married,secondary,56retiredmarriedsecondary,no,3948,no,no,cellular,3,apr,484,1,135,3,failure,no
29,blue-collar,married,secondary,29blue-collarmarriedsecondary,no,313,yes,no,cellular,20,apr,172,2,343,3,other,no
25,student,single,tertiary,25studentsingletertiary,no,1189,no,no,cellular,3,dec,110,1,183,1,success,no
29,technician,single,secondary,29techniciansinglesecondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes
44,admin.,married,secondary,44admin.marriedsecondary,no,132,no,no,cellular,21,dec,103,5,124,4,success,no
45,unemployed,divorced,secondary,45unemployeddivorcedsecondary,no,728,yes,yes,cellular,6,may,156,2,169,1,failure,no
55,services,married,secondary,55servicesmarriedsecondary,no,841,yes,no,cellular,15,may,140,9,372,4,failure,no
31,management,single,tertiary,31managementsingletertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
37,blue-collar,married,primary,37blue-collarmarriedprimary,no,2079,yes,yes,cellular,14,may,299,1,360,2,failure,no
43,technician,married,secondary,43technicianmarriedsecondary,no,422,yes,no,cellular,12,may,181,2,300,1,failure,no
34,blue-collar,married,secondary,34blue-collarmarriedsecondary,no,1924,yes,yes,cellular,1,apr,161,2,253,1,failure,no
38,blue-collar,single,secondary,38blue-collarsinglesecondary,no,238,yes,no,cellular,8,may,86,1,366,2,failure,no
54,management,divorced,secondary,54managementdivorcedsecondary,no,300,yes,no,cellular,7,may,329,1,168,2,success,no
59,technician,married,secondary,59technicianmarriedsecondary,no,1866,no,no,telephone,3,feb,288,2,215,1,other,no
30,blue-collar,married,secondary,30blue-collarmarriedsecondary,no,2,yes,yes,cellular,17,apr,291,2,326,1,failure,no
30,blue-collar,single,secondary,30blue-collarsinglesecondary,no,3950,yes,no,telephone,18,may,152,4,370,3,other,no
32,housemaid,married,tertiary,32housemaidmarriedtertiary,no,357,yes,no,cellular,3,feb,133,3,77,2,failure,no
53,management,married,tertiary,53managementmarriedtertiary,no,3591,yes,no,cellular,5,aug,306,2,181,2,other,yes
37,blue-collar,married,primary,37blue-collarmarriedprimary,no,106,yes,no,cellular,25,aug,511,1,392,13,failure,yes
31,admin.,single,tertiary,31admin.singletertiary,no,4129,no,no,cellular,2,mar,105,1,182,1,failure,no
35,technician,married,secondary,35technicianmarriedsecondary,no,5553,yes,no,cellular,6,apr,371,3,136,7,failure,no
40,technician,married,secondary,40technicianmarriedsecondary,no,2266,no,no,cellular,16,oct,447,1,147,5,failure,yes
25,student,single,secondary,25studentsinglesecondary,no,1919,yes,no,cellular,15,may,264,1,351,4,failure,no
54,management,married,secondary,54managementmarriedsecondary,no,2693,no,no,cellular,22,mar,222,1,188,6,other,yes
38,technician,single,secondary,38techniciansinglesecondary,no,1711,no,no,cellular,20,apr,379,3,202,1,success,yes
30,student,single,secondary,30studentsinglesecondary,no,1681,no,no,cellular,23,mar,128,1,106,2,success,yes
38,services,married,secondary,38servicesmarriedsecondary,no,507,yes,no,cellular,17,apr,55,1,344,1,failure,no
24,student,single,secondary,24studentsinglesecondary,no,1809,no,no,cellular,11,oct,165,1,95,2,success,yes
