,age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3387,32,services,2,1,32servicesdivorcedsecondary,no,41,1,0,1,3,feb,251,4,187,11,2,0
3388,36,technician,0,1,36techniciansinglesecondary,no,23,1,0,1,18,may,69,2,333,2,0,0
3389,33,self-employed,0,2,33self-employedsingletertiary,no,658,1,0,1,21,oct,307,1,208,1,1,1
3390,28,admin.,0,2,28admin.singletertiary,no,832,0,0,0,29,mar,433,3,342,1,0,1
3391,47,management,0,2,47managementsingletertiary,no,334,1,0,1,28,jun,614,3,94,9,1,1
3392,31,technician,1,1,31technicianmarriedsecondary,no,310,1,0,1,17,apr,334,2,240,2,0,0
3393,35,technician,1,1,35technicianmarriedsecondary,no,294,1,0,1,2,sep,97,6,79,11,0,0
3394,32,technician,0,2,32techniciansingletertiary,no,1625,0,0,1,22,may,796,1,109,1,0,1
3395,32,technician,1,2,32technicianmarriedtertiary,no,4089,0,0,1,26,may,114,7,287,3,0,0
3396,42,admin.,0,1,42admin.singlesecondary,no,30,1,0,1,4,feb,98,1,266,3,0,0
3397,63,retired,1,1,63retiredmarriedsecondary,no,1486,0,0,1,14,may,698,5,316,3,2,0
3399,47,technician,1,1,47technicianmarriedsecondary,no,335,0,0,1,4,may,417,1,76,1,1,1
3400,64,retired,1,2,64retiredmarriedtertiary,no,2139,0,0,1,13,jan,230,1,91,2,0,0
3401,37,blue-collar,0,2,37blue-collarsingletertiary,no,3649,1,0,1,15,apr,623,2,146,4,0,0
3402,51,management,1,2,51managementmarriedtertiary,no,346,0,0,1,11,aug,237,1,180,6,1,1
3403,38,admin.,1,1,38admin.marriedsecondary,no,1767,1,0,1,9,jul,483,4,239,7,1,1
3404,37,admin.,1,1,37admin.marriedsecondary,no,1314,1,0,1,12,feb,118,4,210,3,0,1
3405,27,management,0,2,27managementsingletertiary,no,6791,0,0,1,24,jun,136,5,94,30,0,0
3406,25,blue-collar,0,1,25blue-collarsinglesecondary,no,1857,1,0,1,12,oct,187,1,91,12,1,1
3407,21,student,0,1,21studentsinglesecondary,no,123,0,0,0,11,nov,513,1,91,1,1,1
3408,50,management,1,2,50managementmarriedtertiary,no,1612,0,0,1,15,sep,188,1,92,4,1,0
3409,42,management,1,2,42managementmarriedtertiary,no,6060,1,0,1,30,apr,316,1,350,2,0,1
3410,26,management,1,2,26managementmarriedtertiary,no,784,1,1,1,5,may,247,2,358,2,0,0
3411,35,technician,1,2,35technicianmarriedtertiary,no,7050,0,0,1,11,aug,222,3,182,4,1,1
3412,49,services,1,1,49servicesmarriedsecondary,no,202,1,0,1,17,nov,651,2,104,1,0,1
3413,32,management,0,2,32managementsingletertiary,no,574,1,0,1,20,nov,171,1,127,2,0,0
3414,35,technician,1,1,35technicianmarriedsecondary,no,650,1,0,1,14,may,241,2,349,2,0,0
3415,32,admin.,1,1,32admin.marriedsecondary,no,995,0,0,1,3,sep,331,1,99,2,2,1
3416,33,management,2,2,33managementdivorcedtertiary,no,47,0,0,1,18,may,47,3,178,3,0,0
3417,30,admin.,0,1,30admin.singlesecondary,no,125,1,0,1,16,aug,140,3,116,1,2,0
3418,39,services,1,1,39servicesmarriedsecondary,no,323,0,0,1,9,jun,874,2,188,6,0,1
3419,35,admin.,1,1,35admin.marriedsecondary,no,287,1,0,1,2,feb,115,3,245,8,0,0
3420,28,management,0,2,28managementsingletertiary,no,882,0,1,1,29,jan,94,1,205,2,0,0
3421,35,management,1,1,35managementmarriedsecondary,no,724,1,0,1,18,oct,102,3,96,3,1,0
3422,39,technician,1,1,39technicianmarriedsecondary,no,4101,1,0,1,18,feb,146,2,264,1,2,1
3423,41,blue-collar,1,0,41blue-collarmarriedprimary,no,236,1,0,0,11,may,65,1,356,2,0,0
3424,41,blue-collar,1,0,41blue-collarmarriedprimary,no,3658,1,0,1,9,apr,268,1,330,1,0,0
3425,56,services,1,1,56servicesmarriedsecondary,no,642,1,0,1,30,jan,16,1,2,3,2,0
3426,45,management,1,2,45managementmarriedtertiary,no,2363,0,0,1,30,jan,125,1,2,1,2,0
3427,52,services,1,1,52servicesmarriedsecondary,no,992,1,0,1,27,oct,424,1,515,1,0,1
3428,35,management,0,2,35managementsingletertiary,no,1422,1,1,1,20,apr,28,7,272,3,2,0
3429,33,blue-collar,1,1,33blue-collarmarriedsecondary,no,358,0,0,1,11,may,231,1,350,1,0,0
3430,48,admin.,0,1,48admin.singlesecondary,no,1544,1,0,0,30,jun,263,1,450,2,0,1
3431,30,management,0,2,30managementsingletertiary,no,572,0,0,1,17,jun,339,3,183,2,1,1
3432,34,management,0,2,34managementsingletertiary,no,48,1,0,1,12,aug,810,3,93,6,0,1
3433,40,admin.,0,1,40admin.singlesecondary,no,462,1,1,1,6,apr,272,1,335,4,2,0
3434,33,entrepreneur,1,2,33entrepreneurmarriedtertiary,no,4465,1,0,1,20,nov,161,1,183,2,0,0
3435,31,services,2,0,31servicesdivorcedprimary,no,459,1,0,1,7,may,623,1,293,1,1,1
3436,61,admin.,2,2,61admin.divorcedtertiary,no,89,0,0,1,24,nov,141,2,95,2,2,0
3437,50,technician,1,2,50technicianmarriedtertiary,no,3117,0,0,1,20,nov,44,2,164,1,0,0
3438,29,admin.,0,1,29admin.singlesecondary,no,891,1,0,1,14,may,172,2,352,1,0,0
3439,44,management,1,2,44managementmarriedtertiary,no,38,1,0,0,16,apr,201,2,330,8,2,0
3441,44,technician,0,1,44techniciansinglesecondary,no,59,1,0,1,18,may,9,4,341,19,0,0
3442,27,technician,0,2,27techniciansingletertiary,no,401,0,0,1,6,aug,218,3,93,2,1,1
3444,41,admin.,2,1,41admin.divorcedsecondary,no,4,1,0,1,5,feb,232,1,211,1,0,0
3445,67,retired,1,2,67retiredmarriedtertiary,no,1948,0,0,1,2,jul,844,2,155,5,1,0
3446,29,technician,0,2,29techniciansingletertiary,no,172,1,1,1,7,oct,271,2,187,16,0,0
3447,34,management,1,2,34managementmarriedtertiary,no,812,0,0,1,27,sep,156,2,279,1,0,0
3448,35,management,0,2,35managementsingletertiary,no,1750,1,0,1,30,apr,687,1,9,3,1,1
3449,46,management,2,2,46managementdivorcedtertiary,no,225,1,0,1,14,may,201,1,345,1,2,0
3450,34,self-employed,0,2,34self-employedsingletertiary,no,589,1,0,0,8,may,44,4,367,1,2,0
3451,43,admin.,1,1,43admin.marriedsecondary,no,1220,1,0,1,20,apr,349,2,339,1,2,0
3452,40,blue-collar,1,1,40blue-collarmarriedsecondary,no,6767,1,0,1,11,may,431,1,172,2,0,0
3453,54,blue-collar,2,0,54blue-collardivorcedprimary,no,215,1,0,1,18,may,34,7,348,5,0,0
3454,52,blue-collar,1,1,52blue-collarmarriedsecondary,no,1374,1,0,1,17,apr,267,2,322,1,0,0
3455,24,blue-collar,1,1,24blue-collarmarriedsecondary,no,272,0,0,1,16,nov,105,2,94,2,1,1
3456,39,management,1,1,39managementmarriedsecondary,no,794,1,0,1,4,feb,71,1,243,3,0,0
3458,58,admin.,1,1,58admin.marriedsecondary,no,169,0,0,1,13,aug,880,1,92,8,1,1
3459,69,technician,1,2,69technicianmarriedtertiary,no,482,0,0,1,29,jul,478,1,267,1,0,1
3460,59,management,1,2,59managementmarriedtertiary,no,138,1,1,1,13,may,106,1,280,4,0,0
3461,50,admin.,1,0,50admin.marriedprimary,no,458,1,0,1,6,may,116,2,363,1,0,0
3462,42,admin.,0,1,42admin.singlesecondary,no,400,1,0,1,3,feb,198,5,244,6,0,0
3463,34,management,1,2,34managementmarriedtertiary,no,2374,1,1,1,18,jun,270,2,314,2,0,1
3464,25,blue-collar,0,1,25blue-collarsinglesecondary,no,303,0,0,1,18,jun,252,1,92,1,1,1
3465,31,services,0,1,31servicessinglesecondary,no,181,0,0,1,13,nov,239,2,93,2,1,1
3466,36,management,2,2,36managementdivorcedtertiary,no,36,1,0,1,29,jan,227,1,261,6,0,0
3467,43,management,2,2,43managementdivorcedtertiary,no,481,1,0,1,3,jun,187,1,20,1,2,1
3468,28,student,0,1,28studentsinglesecondary,no,24,1,0,1,29,jan,284,2,196,2,0,0
3469,48,admin.,1,1,48admin.marriedsecondary,no,368,0,0,1,8,oct,363,2,140,7,1,1
3470,50,technician,1,1,50technicianmarriedsecondary,no,3370,0,0,1,21,aug,531,2,80,2,1,1
3471,57,retired,1,1,57retiredmarriedsecondary,no,415,0,0,1,6,oct,408,1,410,2,0,0
3472,22,student,0,1,22studentsinglesecondary,no,2488,0,0,1,8,nov,449,2,38,10,2,1
3473,33,technician,0,1,33techniciansinglesecondary,no,719,1,0,1,9,apr,448,2,316,6,0,1
3474,35,technician,0,2,35techniciansingletertiary,no,2658,1,0,1,19,aug,768,2,141,3,0,1
3475,55,blue-collar,1,0,55blue-collarmarriedprimary,no,1086,1,0,1,6,may,146,1,272,2,0,0
3476,33,entrepreneur,0,2,33entrepreneursingletertiary,no,1481,1,0,1,13,may,172,3,173,1,2,0
3477,40,housemaid,1,0,40housemaidmarriedprimary,no,4904,1,0,1,11,may,248,1,356,1,0,0
3478,47,admin.,2,1,47admin.divorcedsecondary,no,2232,0,0,1,27,may,439,1,103,1,1,1
3479,34,housemaid,0,1,34housemaidsinglesecondary,no,1363,0,0,0,1,oct,258,1,93,1,0,0
3480,32,student,0,1,32studentsinglesecondary,no,14,0,0,1,19,aug,144,3,136,1,2,0
3481,35,blue-collar,1,1,35blue-collarmarriedsecondary,no,80,1,1,1,6,may,317,1,363,1,0,0
3482,49,blue-collar,1,1,49blue-collarmarriedsecondary,no,1730,1,0,1,4,aug,605,2,92,4,1,1
3483,38,management,1,2,38managementmarriedtertiary,no,165,1,0,1,17,apr,526,1,260,2,2,1
3484,37,admin.,0,2,37admin.singletertiary,no,1000,1,0,1,22,sep,239,1,99,2,1,1
3485,34,management,0,2,34managementsingletertiary,no,5945,1,0,1,8,may,285,1,170,1,0,0
3486,37,services,0,2,37servicessingletertiary,no,1189,0,0,1,13,sep,323,9,199,4,2,1
3487,43,admin.,1,1,43admin.marriedsecondary,no,101,1,0,1,20,apr,131,2,349,3,0,0
3489,34,technician,0,1,34techniciansinglesecondary,no,49,0,0,1,7,may,393,1,351,1,0,0
3490,35,management,2,2,35managementdivorcedtertiary,no,3751,1,0,1,18,aug,210,2,124,2,0,0
3491,30,blue-collar,1,1,30blue-collarmarriedsecondary,no,5903,1,0,1,6,may,231,1,363,1,0,0
3492,31,admin.,0,1,31admin.singlesecondary,no,255,0,0,1,27,jul,167,2,181,1,1,0
3493,48,admin.,2,1,48admin.divorcedsecondary,no,1180,0,0,1,27,jan,142,1,238,3,2,1
3494,26,blue-collar,0,1,26blue-collarsinglesecondary,no,2007,0,0,1,13,jul,272,3,182,2,1,1
3495,32,management,1,2,32managementmarriedtertiary,no,6138,0,0,1,3,sep,251,3,36,11,1,0
3497,29,blue-collar,0,1,29blue-collarsinglesecondary,no,1296,1,1,1,29,jan,275,1,240,1,2,0
3499,37,entrepreneur,1,2,37entrepreneurmarriedtertiary,no,264,1,1,1,20,nov,276,1,157,1,0,0
3500,28,admin.,0,1,28admin.singlesecondary,no,154,1,0,1,15,may,536,1,364,1,2,1
3501,38,unemployed,0,1,38unemployedsinglesecondary,no,2470,1,0,1,4,feb,131,1,230,1,2,0
3502,46,services,2,0,46servicesdivorcedprimary,no,3854,1,0,1,17,apr,541,2,150,4,2,0
3503,36,management,0,2,36managementsingletertiary,no,3850,1,0,1,12,aug,239,2,100,4,0,1
3504,28,admin.,0,1,28admin.singlesecondary,no,261,1,1,1,9,sep,259,2,98,4,1,1
3505,29,management,0,2,29managementsingletertiary,no,1026,0,0,1,12,feb,138,2,92,2,1,1
3506,59,services,2,1,59servicesdivorcedsecondary,no,1,1,0,1,28,jan,602,1,253,5,2,1
3507,27,management,0,2,27managementsingletertiary,no,390,0,0,1,9,feb,120,2,104,2,0,1
3508,61,blue-collar,1,1,61blue-collarmarriedsecondary,no,272,0,0,1,29,oct,318,1,269,1,0,0
3509,48,blue-collar,1,1,48blue-collarmarriedsecondary,no,480,1,0,1,15,may,830,1,352,2,0,1
3510,34,entrepreneur,0,1,34entrepreneursinglesecondary,no,318,1,0,1,20,apr,40,1,150,2,0,0
3511,43,blue-collar,1,0,43blue-collarmarriedprimary,no,2273,1,0,1,14,apr,424,2,147,3,0,0
3512,35,blue-collar,1,1,35blue-collarmarriedsecondary,no,156,1,0,1,8,may,302,1,283,3,0,0
3513,30,blue-collar,1,0,30blue-collarmarriedprimary,no,236,1,0,1,13,may,44,1,364,1,0,0
3514,39,technician,1,1,39technicianmarriedsecondary,no,27,1,0,1,11,may,147,3,342,4,0,0
3515,31,management,0,2,31managementsingletertiary,no,170,1,1,1,5,may,168,1,265,2,0,0
3516,45,management,0,2,45managementsingletertiary,no,483,0,0,1,23,feb,95,2,265,11,2,1
3517,68,retired,1,0,68retiredmarriedprimary,no,2301,0,0,1,14,aug,90,3,120,1,0,0
3518,38,blue-collar,1,1,38blue-collarmarriedsecondary,no,1205,1,0,1,20,apr,45,4,153,1,0,0
3519,27,student,0,1,27studentsinglesecondary,no,6036,0,0,1,31,mar,175,1,181,1,0,1
3520,34,admin.,0,1,34admin.singlesecondary,no,673,1,0,1,29,jan,89,1,260,2,0,0
3521,53,services,2,0,53servicesdivorcedprimary,no,146,1,0,1,14,may,149,1,370,1,0,0
3522,37,admin.,0,2,37admin.singletertiary,no,2317,1,0,1,20,apr,114,1,152,2,0,0
3523,40,management,1,2,40managementmarriedtertiary,no,2763,1,0,1,2,jul,566,1,395,2,1,1
3524,32,management,0,2,32managementsingletertiary,no,2360,0,0,1,3,feb,152,2,160,5,2,1
3525,38,entrepreneur,1,1,38entrepreneurmarriedsecondary,no,157,0,1,1,15,may,57,11,366,1,2,0
3526,31,management,1,2,31managementmarriedtertiary,no,1010,1,0,1,15,may,385,3,364,9,2,0
3527,70,retired,1,0,70retiredmarriedprimary,no,324,0,0,1,15,nov,78,1,96,7,1,0
3528,46,management,1,2,46managementmarriedtertiary,no,7485,0,0,1,23,sep,145,1,779,2,0,0
3529,33,management,2,2,33managementdivorcedtertiary,no,893,1,0,1,29,jan,259,1,259,9,0,0
3530,43,blue-collar,1,1,43blue-collarmarriedsecondary,no,1127,1,0,1,17,apr,126,3,345,2,2,0
3531,37,admin.,2,2,37admin.divorcedtertiary,no,4708,0,0,1,2,jun,238,1,181,2,1,1
3532,39,entrepreneur,0,2,39entrepreneursingletertiary,no,243,0,1,1,11,may,128,3,371,1,0,0
3533,40,technician,0,1,40techniciansinglesecondary,no,281,1,0,1,11,may,7,11,360,2,2,0
3534,40,technician,1,1,40technicianmarriedsecondary,no,504,1,0,1,2,feb,96,1,266,1,0,0
3535,35,admin.,0,2,35admin.singletertiary,no,153,1,0,1,13,may,37,3,302,3,2,0
3536,34,management,0,2,34managementsingletertiary,no,275,0,0,1,2,aug,196,2,455,23,2,1
3537,38,technician,1,1,38technicianmarriedsecondary,no,1,1,0,1,21,nov,57,5,199,1,1,0
3538,43,blue-collar,1,0,43blue-collarmarriedprimary,no,479,1,0,1,14,may,293,2,370,2,0,0
3539,36,admin.,2,1,36admin.divorcedsecondary,no,592,0,0,1,13,oct,204,2,99,5,0,1
3540,33,admin.,0,1,33admin.singlesecondary,no,555,1,0,1,9,sep,204,1,365,1,1,1
3542,33,technician,1,2,33technicianmarriedtertiary,no,6843,0,0,1,20,nov,755,1,100,10,2,1
3543,23,self-employed,0,2,23self-employedsingletertiary,no,780,0,0,1,16,sep,393,1,183,3,1,1
3544,36,services,0,1,36servicessinglesecondary,no,568,1,0,1,15,may,140,3,364,2,0,0
3545,36,self-employed,1,2,36self-employedmarriedtertiary,no,506,0,0,1,3,nov,217,1,70,2,0,1
3546,49,services,1,1,49servicesmarriedsecondary,no,271,1,1,1,12,may,541,2,330,2,2,0
3547,33,services,0,1,33servicessinglesecondary,no,489,1,0,1,4,may,297,4,334,1,2,1
3548,29,management,1,2,29managementmarriedtertiary,no,247,0,0,1,16,sep,143,2,587,3,0,1
3549,26,student,0,1,26studentsinglesecondary,no,2138,1,0,1,15,may,18,8,371,1,2,0
3550,27,admin.,1,2,27admin.marriedtertiary,no,2855,0,0,1,22,jul,138,2,178,4,1,1
3551,22,services,0,1,22servicessinglesecondary,no,129,0,0,1,15,apr,218,2,181,1,1,1
3552,45,blue-collar,0,0,45blue-collarsingleprimary,no,116,1,0,1,15,may,16,5,365,1,0,0
3553,68,retired,1,2,68retiredmarriedtertiary,no,2820,0,0,1,3,dec,154,1,97,2,0,1
3554,31,management,1,2,31managementmarriedtertiary,no,877,0,0,1,9,sep,209,1,92,8,1,1
3555,26,admin.,0,1,26admin.singlesecondary,no,255,0,0,1,30,apr,457,1,80,1,1,1
3556,36,management,0,2,36managementsingletertiary,no,953,1,0,1,17,apr,72,1,346,1,2,0
3557,36,services,1,2,36servicesmarriedtertiary,no,260,1,0,1,6,may,167,3,299,2,0,0
3558,28,admin.,1,1,28admin.marriedsecondary,no,12,1,0,1,30,jan,73,3,256,3,2,0
3559,28,management,1,2,28managementmarriedtertiary,no,893,0,0,1,18,jan,204,2,94,2,1,0
3560,23,services,1,1,23servicesmarriedsecondary,no,14,1,1,0,13,may,19,8,358,1,0,0
3561,38,technician,1,1,38technicianmarriedsecondary,no,1063,1,0,1,21,nov,51,5,113,2,0,0
3562,30,entrepreneur,0,2,30entrepreneursingletertiary,no,303,1,0,1,14,may,176,2,365,4,0,0
3563,28,services,0,1,28servicessinglesecondary,no,102,0,0,1,15,jun,64,1,89,3,2,0
3564,81,retired,1,0,81retiredmarriedprimary,no,5220,0,0,0,13,nov,135,1,94,2,2,1
3565,36,management,1,2,36managementmarriedtertiary,no,203,0,0,1,23,jul,608,3,179,2,1,1
3566,48,blue-collar,1,1,48blue-collarmarriedsecondary,no,1794,1,1,1,8,may,97,1,343,2,0,0
3567,36,services,2,2,36servicesdivorcedtertiary,no,162,1,0,1,18,may,69,1,367,6,2,0
3568,30,technician,0,2,30techniciansingletertiary,no,2325,0,0,1,10,nov,134,1,92,8,1,0
3569,51,blue-collar,2,0,51blue-collardivorcedprimary,no,602,1,0,1,11,may,347,1,284,2,0,0
3570,41,self-employed,1,1,41self-employedmarriedsecondary,no,323,1,0,1,17,apr,949,2,254,6,2,1
3571,39,admin.,1,1,39admin.marriedsecondary,no,260,1,0,1,17,apr,146,1,281,1,0,0
3572,26,admin.,0,1,26admin.singlesecondary,no,681,1,0,1,14,may,336,2,322,3,0,0
3573,38,services,1,1,38servicesmarriedsecondary,no,773,1,0,1,15,may,198,1,359,1,2,0
3574,33,admin.,0,2,33admin.singletertiary,no,490,1,0,1,7,may,31,1,363,2,0,0
3575,47,blue-collar,1,1,47blue-collarmarriedsecondary,no,1536,1,0,1,17,apr,41,1,301,4,2,0
3576,35,blue-collar,1,0,35blue-collarmarriedprimary,no,455,1,0,1,13,may,573,7,327,3,0,0
3577,28,management,0,2,28managementsingletertiary,no,223,1,0,0,27,aug,157,2,119,1,2,1
3578,35,blue-collar,1,1,35blue-collarmarriedsecondary,no,262,0,0,1,15,sep,331,1,75,6,0,1
3579,51,management,1,2,51managementmarriedtertiary,no,3463,0,1,1,13,jul,371,2,166,3,2,1
3580,88,retired,1,1,88retiredmarriedsecondary,no,433,0,0,0,15,sep,161,1,274,1,0,0
3581,51,technician,1,2,51technicianmarriedtertiary,no,1347,1,1,1,10,feb,160,1,243,1,0,1
3582,28,admin.,0,2,28admin.singletertiary,no,373,1,0,1,14,aug,78,1,79,4,2,0
3583,77,retired,1,1,77retiredmarriedsecondary,no,820,0,0,0,21,oct,330,2,181,4,1,1
3584,35,technician,1,1,35technicianmarriedsecondary,no,1577,1,1,1,17,aug,80,1,273,1,0,0
3585,43,services,1,0,43servicesmarriedprimary,no,2557,1,0,0,15,apr,165,2,327,3,0,1
3586,28,management,1,1,28managementmarriedsecondary,no,3,1,0,1,14,sep,112,2,24,2,2,0
3587,37,technician,1,1,37technicianmarriedsecondary,no,494,1,0,1,2,feb,247,2,269,3,0,0
3588,36,technician,1,2,36technicianmarriedtertiary,no,341,0,0,1,12,feb,419,2,183,1,1,1
3589,35,services,0,1,35servicessinglesecondary,no,1239,1,0,1,5,may,60,2,347,1,0,0
3590,40,unemployed,0,2,40unemployedsingletertiary,no,79,0,0,1,15,oct,570,1,135,1,0,1
3591,56,unemployed,1,1,56unemployedmarriedsecondary,no,12,0,0,1,12,oct,511,3,187,1,0,1
3592,70,management,1,1,70managementmarriedsecondary,no,4,0,0,1,21,may,122,1,85,9,0,0
3593,50,technician,2,1,50techniciandivorcedsecondary,no,636,1,0,1,6,may,127,2,254,23,2,0
3594,57,technician,1,0,57technicianmarriedprimary,no,592,0,1,0,14,dec,88,6,193,5,2,0
3596,33,management,0,2,33managementsingletertiary,no,437,1,0,1,20,apr,199,2,150,5,0,0
3597,34,technician,0,1,34techniciansinglesecondary,no,2085,0,0,1,10,aug,356,3,182,2,1,1
3598,57,management,2,2,57managementdivorcedtertiary,no,3287,0,0,1,30,mar,277,2,337,1,1,1
3599,40,unemployed,0,2,40unemployedsingletertiary,no,97,1,1,1,2,feb,73,1,252,1,0,0
3600,52,services,1,1,52servicesmarriedsecondary,no,992,1,0,1,27,jan,342,1,92,2,1,1
3601,34,technician,1,1,34technicianmarriedsecondary,no,5553,1,0,1,21,nov,798,2,182,5,0,0
3602,47,admin.,0,1,47admin.singlesecondary,no,15,0,0,1,2,feb,71,1,266,4,0,0
3603,30,admin.,1,1,30admin.marriedsecondary,no,187,1,0,1,7,may,56,1,170,1,0,0
3604,26,student,0,1,26studentsinglesecondary,no,611,0,0,1,13,aug,138,2,69,3,0,0
3605,66,retired,1,0,66retiredmarriedprimary,no,3629,0,0,1,2,feb,474,1,172,2,2,1
3606,32,services,1,1,32servicesmarriedsecondary,no,414,1,0,1,3,feb,236,2,272,1,0,0
3607,42,technician,1,1,42technicianmarriedsecondary,no,1539,0,0,1,19,jun,63,5,211,2,0,0
3608,35,blue-collar,1,1,35blue-collarmarriedsecondary,no,149,1,0,1,29,apr,507,3,349,1,2,1
3609,36,self-employed,1,1,36self-employedmarriedsecondary,no,351,1,0,1,17,apr,1554,3,343,2,0,0
3610,21,student,0,0,21studentsingleprimary,no,423,0,0,0,18,jan,287,5,285,5,1,1
3611,41,technician,0,1,41techniciansinglesecondary,no,769,0,1,1,20,nov,222,4,98,4,2,0
3612,68,retired,1,2,68retiredmarriedtertiary,no,2812,0,0,1,3,feb,279,2,181,1,0,1
3613,31,services,1,1,31servicesmarriedsecondary,no,132,0,0,1,7,jul,148,1,152,1,2,0
3614,21,student,0,1,21studentsinglesecondary,no,123,0,0,0,12,feb,379,5,93,2,1,1
3615,27,blue-collar,0,1,27blue-collarsinglesecondary,yes,81,0,1,1,29,jan,123,2,205,2,1,0
3616,31,management,0,2,31managementsingletertiary,no,3289,0,0,1,12,apr,235,1,314,1,0,0
3617,39,management,1,2,39managementmarriedtertiary,no,481,0,0,1,7,dec,929,5,189,1,2,1
3618,53,blue-collar,1,0,53blue-collarmarriedprimary,no,53,1,0,1,7,apr,208,1,140,1,0,0
3619,28,management,0,1,28managementsinglesecondary,no,1633,0,0,1,8,sep,233,1,95,1,1,0
3620,75,retired,1,1,75retiredmarriedsecondary,no,3771,0,0,0,16,oct,186,1,183,1,0,1
3621,56,blue-collar,1,1,56blue-collarmarriedsecondary,no,448,1,1,1,17,may,556,1,181,2,2,1
3622,30,admin.,0,1,30admin.singlesecondary,no,1282,1,0,1,6,may,346,3,356,2,2,0
3623,62,housemaid,1,2,62housemaidmarriedtertiary,no,1528,0,0,1,15,oct,134,2,184,1,1,1
3624,46,management,1,2,46managementmarriedtertiary,no,7331,0,0,1,11,sep,658,4,95,2,2,1
3625,40,blue-collar,1,1,40blue-collarmarriedsecondary,no,280,1,0,1,8,may,435,2,340,3,0,0
3626,60,admin.,1,1,60admin.marriedsecondary,no,2552,0,1,1,30,jan,255,2,2,4,2,0
3627,41,self-employed,1,2,41self-employedmarriedtertiary,no,355,1,0,1,11,may,573,1,28,4,2,0
3628,22,student,0,0,22studentsingleprimary,no,3472,0,0,1,20,oct,332,1,183,3,0,1
3629,34,services,1,1,34servicesmarriedsecondary,no,1337,0,0,1,17,dec,330,2,127,3,1,1
3630,34,admin.,1,2,34admin.marriedtertiary,no,69,0,1,1,4,aug,120,3,1,6,1,1
3631,29,technician,0,2,29techniciansingletertiary,no,1669,0,0,1,30,apr,196,1,86,1,1,0
3632,37,blue-collar,1,0,37blue-collarmarriedprimary,no,357,1,0,1,15,may,14,2,344,3,2,0
3633,44,management,1,2,44managementmarriedtertiary,no,1791,0,0,1,11,feb,71,1,190,1,1,1
3634,67,retired,1,1,67retiredmarriedsecondary,no,203,0,0,1,11,oct,405,1,266,2,1,1
3635,31,management,0,2,31managementsingletertiary,no,319,1,0,1,16,apr,302,2,248,2,0,0
3636,42,unemployed,1,1,42unemployedmarriedsecondary,no,1289,0,0,1,15,jul,250,4,415,2,0,1
3637,36,management,1,2,36managementmarriedtertiary,no,495,0,0,1,5,aug,157,3,97,2,1,1
3638,22,unemployed,0,2,22unemployedsingletertiary,no,993,0,0,1,28,jul,115,3,93,1,2,1
3639,31,management,0,2,31managementsingletertiary,no,59,1,1,1,6,may,1347,2,363,1,0,1
3640,55,entrepreneur,1,2,55entrepreneurmarriedtertiary,no,625,0,0,0,20,nov,88,2,147,4,0,0
3641,27,student,0,1,27studentsinglesecondary,no,538,0,0,1,18,dec,170,4,197,2,1,1
3642,38,management,1,2,38managementmarriedtertiary,no,536,1,0,1,22,oct,234,1,92,1,1,1
3643,34,management,1,2,34managementmarriedtertiary,no,1388,1,0,1,1,sep,222,1,93,4,0,0
3644,77,retired,1,0,77retiredmarriedprimary,no,680,0,0,0,27,nov,341,4,94,3,0,0
3645,46,admin.,2,1,46admin.divorcedsecondary,no,875,1,1,1,11,may,269,3,353,2,0,0
3646,38,blue-collar,1,0,38blue-collarmarriedprimary,no,1630,1,0,1,17,jun,101,3,94,19,2,0
3647,34,technician,1,1,34technicianmarriedsecondary,no,603,1,0,1,28,jul,51,4,434,1,0,0
3648,38,technician,1,1,38technicianmarriedsecondary,no,710,1,0,1,17,apr,196,1,346,3,0,0
3649,38,technician,0,2,38techniciansingletertiary,no,178,1,0,1,7,may,184,1,351,1,0,0
3650,29,student,0,1,29studentsinglesecondary,no,949,1,0,1,15,may,109,2,352,1,1,0
3651,31,unemployed,1,2,31unemployedmarriedtertiary,no,330,0,0,1,13,jan,260,1,194,2,1,1
3652,48,management,1,0,48managementmarriedprimary,no,606,0,0,1,7,sep,589,3,186,6,0,0
3653,33,unemployed,0,2,33unemployedsingletertiary,no,1974,0,0,1,14,aug,498,2,191,1,0,1
3654,51,admin.,2,1,51admin.divorcedsecondary,no,74,1,0,1,8,may,74,2,287,2,0,0
3655,48,management,0,2,48managementsingletertiary,no,159,0,0,0,7,jul,229,1,251,6,1,1
3656,28,blue-collar,1,1,28blue-collarmarriedsecondary,no,922,1,0,1,7,may,226,1,339,1,2,0
3657,37,blue-collar,1,1,37blue-collarmarriedsecondary,no,504,1,0,1,20,apr,87,2,347,2,0,0
3658,80,retired,1,0,80retiredmarriedprimary,no,997,0,0,1,28,jan,151,1,91,3,1,1
3659,54,self-employed,1,1,54self-employedmarriedsecondary,no,641,1,0,1,17,apr,472,1,148,2,0,0
3660,28,student,0,2,28studentsingletertiary,no,3733,1,0,1,21,aug,419,5,91,7,1,0
3661,52,management,1,2,52managementmarriedtertiary,no,2428,1,0,1,21,nov,294,1,116,3,0,0
3662,37,management,1,0,37managementmarriedprimary,no,3953,1,0,1,6,apr,610,2,138,1,0,0
3663,20,student,0,1,20studentsinglesecondary,no,215,0,0,1,21,aug,228,4,183,1,2,1
